DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2014/10/02 00:13:39.47,-21.1000,-174.4863,10.00,5.00,Mb,,76,18,0.42,us,201410022001
2014/10/02 07:02:05.32,-20.8681,-174.3868,10.00,5.00,Mb,,75,8,0.84,us,201410022013
2014/10/02 12:57:06.59,52.3797,157.9849,149.46,5.70,Mb,,28,1,0.91,us,201410022017
2014/10/02 15:56:32.15,36.3747,97.7743,12.99,5.40,Mb,,27,9,0.65,us,201410022020
2014/10/03 00:57:30.72,40.1582,142.7688,30.00,5.50,Mw,,20,2,0.79,us,201410032007
2014/10/03 05:37:18.01,4.7438,-82.6084,10.00,5.30,Mw,,68,5,0.71,us,201410032016
2014/10/03 08:05:46.55,11.2842,122.0799,35.00,5.40,Mb,,39,5,0.65,us,201410032028
2014/10/03 15:02:33.77,-23.4446,-176.5644,1.00,5.10,Mb,,93,6,1.40,us,201410032037
2014/10/03 18:28:25.04,-21.0126,-174.2498,4.84,5.20,Mb,,45,9,0.83,us,201410032039
2014/10/03 22:20:45.95,34.4422,26.2984,18.12,5.10,Mw,,42,1,0.76,us,201410032048
2014/10/04 00:34:00.85,44.6163,147.9447,102.45,5.00,Mb,,66,4,0.73,us,201410042002
2014/10/04 17:38:45.48,10.9388,125.9309,92.90,5.20,Mb,,54,4,0.77,us,201410042029
2014/10/04 18:34:45.24,-14.2535,166.6341,10.00,5.30,Mb,,63,1,1.07,us,201410042030
2014/10/04 19:16:36.00,17.4000,-94.8700,143.00,5.60,Mw,,,,1.43,unm,201410042036
2014/10/04 21:18:08.16,1.4513,126.4332,43.46,5.10,Mb,,37,1,1.19,us,201410042042
2014/10/05 07:24:42.21,-49.6778,125.6666,10.00,5.40,Mb,,82,16,1.11,us,201410052009
2014/10/05 14:52:34.22,-1.3155,132.4279,15.36,5.50,Mb,,18,2,0.82,us,201410052025
2014/10/05 16:58:58.17,64.5118,-17.2791,12.38,5.00,Mb,,63,6,1.11,us,201410052029
2014/10/05 17:16:48.55,-19.6210,-176.2038,10.00,5.10,Mb,,116,7,1.14,us,201410052030
2014/10/06 01:14:31.46,-38.5788,176.4640,122.47,5.10,Mw,,67,1,1.35,us,201410062005
2014/10/06 03:26:59.90,-40.1193,46.1449,10.00,5.10,Mb,,30,8,0.71,us,201410062010
2014/10/06 14:04:05.53,15.3950,147.2012,4.00,5.90,Mw,,17,1,0.68,us,201410062023
2014/10/07 04:28:55.68,11.5059,-85.7177,190.89,5.10,Mb,,44,1,0.77,us,201410072012
2014/10/07 05:09:10.49,-19.6656,-69.6503,102.62,5.80,Mb,,70,0,1.46,us,201410072016
2014/10/07 10:22:32.52,64.5060,-17.0157,10.00,5.30,Mb,,59,11,1.26,us,201410072026
2014/10/07 12:33:23.03,-20.0271,-71.0262,14.77,5.30,Mb,,115,1,0.80,us,201410072028
2014/10/07 13:49:40.10,23.3864,100.4870,10.86,6.00,Mw,,22,3,0.77,us,201410072030
2014/10/07 15:00:06.32,18.8457,146.8505,57.64,5.00,Mb,,35,3,0.69,us,201410072032
2014/10/08 02:40:54.42,23.8168,-108.4233,10.00,6.20,Mw,,166,5,1.34,us,201410082004
2014/10/08 03:04:09.50,30.2360,-41.8883,10.00,5.10,Mb,,60,20,1.31,us,201410082005
2014/10/09 02:14:32.79,-32.1148,-110.7789,15.50,7.10,Mw,,22,5,1.23,us,201410092003
2014/10/09 02:32:05.51,-32.1091,-110.8898,10.00,6.60,Mw,,32,5,1.08,us,201410092004
2014/10/09 03:19:38.74,-32.1638,-110.7371,15.39,5.20,Mb,,105,31,0.59,us,201410092005
2014/10/09 08:14:23.54,-32.6671,-111.6317,10.00,5.60,Mb,,42,32,0.73,us,201410092008
2014/10/09 19:20:05.71,20.2635,120.2004,10.00,5.10,Mb,,31,3,0.96,us,201410092023
2014/10/09 20:59:59.60,-31.9909,-111.1953,10.00,5.70,Mw,,37,5,0.89,us,201410092027
2014/10/10 04:07:51.09,-32.2033,-110.8065,10.00,5.50,Mw,,50,5,0.58,us,201410102004
2014/10/10 07:33:07.39,44.1831,149.0673,29.23,5.10,Mb,,81,5,0.61,us,201410102016
2014/10/10 17:12:25.48,-32.7735,-111.6128,10.00,5.20,Mb,,45,6,1.02,us,201410102028
2014/10/10 18:59:00.65,-32.0850,-110.7745,10.00,5.20,Mb,,31,5,0.75,us,201410102032
2014/10/11 02:35:46.22,40.9865,143.2162,13.48,6.30,Mw,,101,1,1.34,us,201410112004
2014/10/11 05:20:35.03,40.9512,143.0828,20.00,5.40,Mw,,68,1,0.61,us,201410112006
2014/10/11 16:46:02.66,16.2711,-95.5806,35.00,5.30,Mb,,84,3,1.24,us,201410112025
2014/10/12 05:40:43.86,57.2546,-33.2123,10.00,5.20,Mb,,48,7,1.06,us,201410122006
2014/10/12 08:43:44.81,64.5254,-17.6766,10.00,5.10,Mb,,42,2,1.01,us,201410122012
2014/10/12 10:44:11.04,-22.8710,-68.0630,120.13,5.00,Mb,,33,1,1.21,us,201410122022
2014/10/12 17:07:47.64,-22.1726,-11.9468,10.00,5.30,Mb,,61,9,1.14,us,201410122032
2014/10/12 19:03:58.63,-5.3857,152.1654,50.37,5.20,Mb,,91,1,0.57,us,201410122035
2014/10/12 19:34:24.13,-5.3721,152.1263,42.25,5.10,Mb,,57,1,0.81,us,201410122036
2014/10/12 19:41:53.44,-5.4115,152.1322,49.51,5.20,Mb,,90,1,0.63,us,201410122038
2014/10/12 19:54:48.87,-5.3768,152.0963,54.28,5.10,Mb,,128,1,0.93,us,201410122039
2014/10/12 23:39:22.18,-5.3615,152.2173,49.29,5.00,Mb,,66,1,0.77,us,201410122050
2014/10/13 03:21:24.52,-32.5587,-111.2883,10.00,5.00,Mb,,59,6,0.88,us,201410132014
2014/10/13 05:13:42.78,-46.1040,165.8821,10.00,5.70,Mw,,40,1,1.12,us,201410132020
2014/10/13 15:14:27.57,-15.2042,-73.4392,96.04,5.40,Mb,,75,4,0.92,us,201410132033
2014/10/13 22:05:39.13,-6.7053,129.7153,153.69,5.30,Mb,,61,2,0.90,us,201410132050
2014/10/14 03:51:35.95,12.5763,-88.0465,40.00,7.30,Mw,,19,1,1.24,us,201410142007
2014/10/14 04:01:32.92,12.3793,-88.1963,35.00,5.00,Mb,,125,1,1.33,us,201410142008
2014/10/14 04:12:30.95,-34.9168,179.9698,31.48,6.10,Mb,,52,3,1.34,us,201410142009
2014/10/14 08:35:23.23,-30.0384,-177.5120,34.56,5.20,Mb,,71,1,1.11,us,201410142017
2014/10/14 09:16:42.21,-33.7109,-72.0946,15.03,5.20,Mb,,75,1,0.71,us,201410142018
2014/10/14 18:08:47.38,40.9107,143.1389,41.50,5.00,Mb,,74,1,0.64,us,201410142026
2014/10/14 18:36:06.23,7.5518,94.2255,10.00,5.00,Mb,,32,4,0.91,us,201410142029
2014/10/14 22:52:11.19,26.2329,127.3746,53.25,5.40,Mb,,47,3,1.33,us,201410142034
2014/10/15 08:44:50.83,44.0873,149.1119,28.21,5.00,Mb,,135,5,0.96,us,201410152007
2014/10/15 11:16:33.95,64.4468,-18.0435,10.00,5.10,Mb,,81,1,0.98,us,201410152010
2014/10/15 13:35:52.79,32.5205,47.7815,10.00,5.60,Mw,,44,7,0.61,us,201410152014
2014/10/15 18:32:20.94,-3.1570,128.0457,49.57,5.10,Mb,,22,4,1.04,us,201410152020
2014/10/15 23:53:01.74,31.7470,140.5158,57.53,5.50,Mw,,33,1,0.78,us,201410152028
2014/10/16 00:56:30.80,1.0589,97.2626,25.87,5.10,Mb,,47,0,0.47,us,201410162002
2014/10/16 02:11:13.02,-45.8481,-14.1849,10.00,5.10,Mb,,82,26,0.34,us,201410162003
2014/10/16 08:34:51.42,3.9568,93.4698,30.30,5.00,Mb,,41,4,0.69,us,201410162010
2014/10/16 09:24:30.85,-15.1946,-173.5757,10.00,5.10,Mb,,64,2,0.68,us,201410162011
2014/10/16 17:08:18.10,5.4638,126.4698,47.54,5.00,Mb,,63,2,1.14,us,201410162017
2014/10/17 09:26:00.16,-6.5795,107.0704,144.56,5.20,Mb,,37,1,1.68,us,201410172013
2014/10/17 14:50:59.34,-19.1826,-175.8720,197.69,5.10,Mb,,90,6,0.78,us,201410172017
2014/10/17 17:41:34.44,29.6966,128.5172,38.45,5.10,Mb,,21,2,0.88,us,201410172021
2014/10/18 08:02:34.06,-6.0478,103.9628,77.27,5.10,Mb,,69,2,0.93,us,201410182009
2014/10/18 09:40:13.67,64.7223,-17.2645,3.40,5.00,Mb,,74,2,1.18,us,201410182010
2014/10/18 12:14:09.26,-58.4268,-26.5265,156.82,5.00,Mb,,66,7,0.68,us,201410182014
2014/10/18 17:23:56.09,-46.8496,33.4229,10.00,5.00,Mb,,42,17,0.83,us,201410182022
2014/10/19 18:14:30.58,14.2589,124.4497,52.49,5.00,Mb,,56,7,1.33,us,201410192024
2014/10/19 18:58:32.82,-3.4309,150.9393,10.00,5.30,Mb,,86,1,1.15,us,201410192025
2014/10/19 19:38:38.27,-3.3377,150.8445,10.00,5.40,Mb,,86,2,0.95,us,201410192027
2014/10/20 06:27:51.60,-1.9642,127.6883,37.45,5.00,Mb,,74,3,0.97,us,201410202009
2014/10/20 07:58:52.38,-62.0082,161.1526,10.00,5.40,Mb,,39,8,1.31,us,201410202011
2014/10/20 14:53:01.47,8.5572,-39.3937,10.00,5.10,Mb,,39,15,0.82,us,201410202020
2014/10/20 16:34:22.45,-15.5049,-173.2657,10.00,5.30,Mb,,38,5,0.68,us,201410202023
2014/10/20 19:33:21.30,0.5910,-77.8475,10.00,5.60,Mw,,29,1,0.98,us,201410202028
2014/10/21 08:36:41.07,64.4963,-16.9889,10.00,5.20,Mb,,67,11,1.27,us,201410212010
2014/10/21 23:01:18.91,-63.4460,169.7318,10.00,5.40,Mb,,70,14,1.01,us,201410212034
2014/10/21 23:11:06.59,-11.6805,-14.2858,10.00,5.00,Mb,,55,4,1.16,us,201410212035
2014/10/22 00:15:17.46,27.5107,128.4277,41.58,5.80,Mb,,39,1,0.95,us,201410222001
2014/10/22 10:16:19.84,51.6804,-176.9269,50.50,5.20,Mb,,118,0,0.99,us,201410222008
2014/10/22 12:38:21.79,-55.3417,-28.0031,10.00,5.00,Mb,,67,5,0.59,us,201410222011
2014/10/22 21:56:56.10,14.9251,-44.9220,10.00,5.30,Mb,,33,16,0.73,us,201410222024
2014/10/23 06:59:20.67,1.7454,127.2951,102.01,5.20,Mb,,96,1,1.01,us,201410232011
2014/10/23 09:50:16.69,5.7778,125.8688,124.29,5.00,Mb,,97,1,1.52,us,201410232013
2014/10/23 12:18:32.17,-33.2159,-179.5067,35.00,5.50,Mb,,57,4,1.37,us,201410232015
2014/10/23 23:38:51.98,-34.0121,-72.3058,14.38,5.10,Mb,,53,1,0.73,us,201410232024
2014/10/24 02:23:47.10,1.4607,126.4822,53.72,5.10,Mb,,79,1,0.85,us,201410242005
2014/10/24 07:16:40.73,-33.9833,-72.4796,21.88,5.20,Mb,,83,1,0.79,us,201410242011
2014/10/24 11:21:21.93,-44.3737,-82.1895,10.00,5.20,Mb,,86,7,1.38,us,201410242017
2014/10/24 12:38:59.24,27.8329,57.3022,45.52,5.20,Mb,,64,3,0.93,us,201410242018
2014/10/24 23:43:15.82,38.9307,21.1505,10.00,5.20,Mw,,35,1,1.12,us,201410242027
2014/10/25 01:48:40.57,64.6685,-17.3954,8.07,5.00,Mb,,63,2,1.20,us,201410252003
2014/10/26 05:54:48.76,64.5533,-17.3701,10.00,5.00,Mb,,61,2,0.86,us,201410262010
2014/10/26 08:56:41.27,-10.2600,112.7379,32.91,5.00,Mb,,69,2,0.82,us,201410262011
2014/10/26 10:45:32.52,-10.5476,-74.1482,123.01,5.60,Mb,,59,3,0.85,us,201410262013
2014/10/26 12:13:19.92,-5.2806,150.4846,10.00,5.10,Mb,,35,2,1.16,us,201410262015
2014/10/26 19:47:35.70,-4.7590,152.6359,59.25,5.00,Mb,,37,1,1.02,us,201410262020
2014/10/27 08:32:11.61,9.6423,126.7263,84.47,5.00,Mb,,80,3,1.16,us,201410272007
2014/10/27 08:34:21.43,9.7478,126.7744,55.14,5.30,Mb,,46,3,1.16,us,201410272008
2014/10/27 09:54:04.42,51.4260,-177.9499,46.51,5.10,Mb,,127,1,1.22,us,201410272009
2014/10/27 13:11:41.38,-11.9248,166.5418,136.74,5.10,Mb,,41,4,0.77,us,201410272011
2014/10/28 03:15:43.37,-15.1926,-174.6655,35.00,6.10,Mw,,45,6,0.80,us,201410282004
2014/10/28 13:13:08.84,-36.0048,53.4828,10.00,5.40,Mw,,67,10,0.83,us,201410282015
2014/10/29 16:28:04.14,-5.9301,148.6857,63.83,5.20,Mb,,24,4,0.77,us,201410292023
2014/10/29 21:14:54.43,-5.9305,148.6519,67.94,5.20,Mb,,44,4,0.91,us,201410292026
2014/10/30 12:11:36.27,-6.9753,117.5987,545.50,5.70,Mb,,28,3,0.98,us,201410302009
2014/10/30 22:37:16.05,-16.1475,-73.6447,63.95,5.00,Mb,,82,4,0.69,us,201410302022
2014/10/31 01:30:42.53,64.5175,-17.5638,7.69,5.00,Mb,,83,2,1.02,us,201410312002
2014/10/31 06:33:33.85,40.2064,142.3894,48.44,5.00,Mb,,132,1,0.87,us,201410312007
2014/10/31 17:04:58.64,-5.3618,35.9398,10.00,5.10,Mb,,55,7,0.80,us,201410312010
2014/10/31 18:42:17.59,-7.6493,-76.3228,14.32,5.40,Mb,,42,4,0.88,us,201410312013
2014/10/31 21:32:25.17,64.6598,-17.8587,8.00,5.10,Mb,,61,1,0.91,us,201410312020
2014/11/01 10:05:44.10,-31.9305,-111.0916,10.00,5.20,Mb,,155,5,0.77,us,201411012009
2014/11/01 10:59:55.36,-31.8225,-111.1796,10.00,6.00,Mw,,51,5,0.82,us,201411012011
2014/11/01 18:57:22.26,-19.6959,-177.7289,434.00,7.10,Mw,,21,4,0.82,us,201411012017
2014/11/01 22:13:13.04,-9.8198,159.6850,10.00,5.40,Mb,,27,0,0.97,us,201411012018
2014/11/02 16:05:45.99,64.5693,-16.9655,10.00,5.20,Mb,,46,9,0.93,us,201411022018
2014/11/02 17:17:02.76,-61.5594,153.7334,10.00,5.20,Mb,,140,16,0.61,us,201411022019
2014/11/02 18:25:41.27,-10.9710,29.6957,10.00,5.30,Mb,,110,10,0.70,us,201411022020
2014/11/03 07:18:10.08,4.7324,-32.5103,10.00,5.00,Mb,,46,13,0.82,us,201411032008
2014/11/03 08:23:55.43,4.6621,-32.6586,10.00,5.50,Mb,,46,14,0.96,us,201411032009
2014/11/03 08:27:06.99,4.8505,-32.6229,10.00,5.10,Mb,,56,35,1.12,us,201411032010
2014/11/03 08:48:28.47,-41.6552,79.6860,10.00,5.70,Mb,,44,4,0.86,us,201411032011
2014/11/03 08:56:32.22,-7.4464,105.8945,35.00,5.00,Mb,,51,2,0.74,us,201411032012
2014/11/03 12:36:17.91,-41.8265,79.8461,10.00,5.10,Mb,,66,10,0.67,us,201411032014
2014/11/04 04:19:10.39,0.0664,123.7133,120.84,5.10,Mb,,56,1,1.42,us,201411042004
2014/11/04 18:21:04.02,-28.6057,-179.1646,354.84,5.20,Mb,,63,1,0.97,us,201411042019
