DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2014/07/31 13:41:01.10,12.4315,95.2411,10.00,5.80,Mb,,54,3,0.91,us,201407312008
2014/07/31 15:56:28.16,-55.3648,-27.4746,4.05,5.00,Mb,,58,5,0.61,us,201407312009
2014/07/31 17:33:30.89,12.4950,95.2281,15.14,5.10,Mb,,85,3,1.00,us,201407312011
2014/07/31 17:38:47.49,-55.5164,-27.8076,36.57,5.40,Mb,,67,5,0.66,us,201407312012
2014/07/31 18:09:16.14,-16.4942,-71.2417,96.90,5.00,Mb,,137,2,1.58,us,201407312013
2014/07/31 18:10:02.61,14.8544,145.5805,125.74,5.00,Mb,,77,1,0.98,us,201407312014
2014/08/01 04:11:16.53,36.8585,3.1815,10.00,5.50,Mw,,36,3,0.89,us,201408012007
2014/08/01 13:01:47.93,-17.5635,-173.6468,10.00,5.10,Mb,,63,4,1.45,us,201408012031
2014/08/01 13:12:56.14,17.5060,146.5315,108.69,5.00,Mb,,38,1,1.04,us,201408012032
2014/08/02 10:33:26.44,-9.1421,67.3370,10.00,5.50,Mw,,55,5,0.87,us,201408022031
2014/08/02 14:02:18.76,-55.4278,-28.3088,7.24,5.60,Mw,,46,5,0.93,us,201408022037
2014/08/03 00:22:03.68,0.8295,146.1688,13.00,6.90,Mw,,12,6,0.93,us,201408032001
2014/08/03 00:26:41.86,0.9871,146.2597,14.87,5.70,Mb,,22,7,0.76,us,201408032003
2014/08/03 04:06:03.74,28.0487,128.0642,10.00,5.70,Mw,,23,1,0.89,us,201408032021
2014/08/03 04:48:49.82,-3.3649,146.4927,39.20,5.00,Mb,,47,6,0.90,us,201408032025
2014/08/03 05:57:30.56,29.2757,85.4967,10.00,5.20,Mb,,38,5,0.61,us,201408032033
2014/08/03 07:29:59.30,-55.5532,-28.3484,10.00,5.00,Mb,,45,5,0.55,us,201408032037
2014/08/03 08:30:13.57,27.1891,103.4086,12.00,6.20,Mw,,13,2,1.00,us,201408032042
2014/08/03 09:38:06.80,3.5848,-77.6941,62.43,5.00,Mw,,55,4,0.96,us,201408032045
2014/08/03 10:44:37.26,-10.8852,161.9918,10.00,5.10,Mb,,28,2,1.35,us,201408032051
2014/08/03 20:21:55.62,55.5430,-156.9850,12.20,5.10,Mb,,,,1.34,ak,201408032090
2014/08/03 21:02:39.95,-3.9248,-80.9204,16.03,5.40,Mw,,53,9,0.64,us,201408032092
2014/08/04 03:20:09.48,-6.9179,-81.6067,23.29,5.30,Mw,,59,3,0.66,us,201408042010
2014/08/04 09:40:19.83,0.8208,146.2356,10.00,5.20,Mb,,27,6,0.60,us,201408042033
2014/08/04 10:36:09.83,5.3986,94.6532,56.96,5.30,Mb,,31,2,0.88,us,201408042035
2014/08/04 12:09:47.51,0.1560,98.6285,56.04,5.00,Mb,,90,2,0.61,us,201408042038
2014/08/04 16:50:06.62,-30.4013,-177.2148,10.00,5.10,Mb,,57,1,0.68,us,201408042055
2014/08/05 10:22:33.97,-26.9884,26.7060,5.00,5.40,Mw,,26,2,1.04,us,201408052018
2014/08/05 18:18:34.12,-8.8652,160.5206,65.48,5.00,Mb,,44,1,1.11,us,201408052053
2014/08/06 11:45:22.68,-7.2741,128.0364,10.00,6.20,Mw,,16,3,0.89,us,201408062028
2014/08/06 20:35:33.26,-6.2225,150.8478,56.44,5.10,Mb,,33,2,0.64,us,201408062048
2014/08/07 05:24:54.52,4.5489,126.5058,79.83,5.10,Mb,,51,3,1.03,us,201408072009
2014/08/08 04:10:15.00,-33.7770,-72.2030,16.50,5.20,Mw,,,,0.91,guc,201408082010
2014/08/08 14:03:47.43,5.0209,127.5327,122.95,5.10,Mb,,57,3,1.19,us,201408082027
2014/08/08 16:44:39.02,-14.8750,166.7684,42.30,5.30,Mb,,43,7,0.94,us,201408082032
2014/08/09 02:28:43.81,27.7791,142.8848,9.65,5.00,Mb,,22,1,0.76,us,201408092004
2014/08/09 04:04:48.09,-8.4270,159.9907,61.64,5.00,Mb,,77,1,0.35,us,201408092009
2014/08/10 03:43:17.24,41.1585,142.1309,41.00,6.10,Mw,,24,3,0.70,us,201408102008
2014/08/10 12:12:24.76,0.7488,-26.0449,10.00,5.00,Mb,,48,12,0.62,us,201408102030
2014/08/10 13:33:21.03,5.8688,127.1348,78.00,5.60,Mw,,27,2,0.75,us,201408102032
2014/08/10 18:27:38.57,51.1910,-172.7520,21.90,5.00,Mb,,,,1.42,ak,201408102051
2014/08/10 18:46:17.75,27.6434,-111.6031,10.00,5.50,Mw,,79,1,1.45,us,201408102052
2014/08/10 22:39:37.46,27.8239,142.8172,30.67,5.10,Mb,,26,1,0.59,us,201408102058
2014/08/11 04:49:07.27,-23.9047,-66.7371,197.09,5.00,Mw,,34,2,0.80,us,201408112021
2014/08/11 10:07:33.34,-29.9735,-176.0965,10.00,5.50,Mw,,63,2,1.00,us,201408112033
2014/08/11 11:09:08.24,-17.7176,-172.8424,49.67,5.00,Mb,,50,9,0.84,us,201408112036
2014/08/11 13:32:20.24,-41.3326,-84.9562,10.00,5.50,Mw,,138,10,0.78,us,201408112048
2014/08/12 01:28:31.20,-3.6754,151.2679,398.79,5.10,Mb,,39,1,0.35,us,201408122007
2014/08/12 16:16:02.21,-16.9554,-172.8584,10.00,5.00,Mb,,69,11,0.64,us,201408122034
2014/08/12 16:17:23.26,-16.9466,-173.0504,51.62,5.00,Mb,,76,22,0.67,us,201408122035
2014/08/12 19:58:00.13,-0.0180,-78.3219,11.88,5.10,Mb,,43,0,1.01,us,201408122041
2014/08/13 00:30:47.20,13.9135,144.9818,98.00,5.60,Mw,,19,0,0.79,us,201408132001
2014/08/13 05:54:37.73,-3.4443,145.4341,29.68,5.60,Mw,,33,5,0.64,us,201408132014
2014/08/13 06:48:11.38,16.3671,-98.1534,7.00,5.40,Mw,,48,1,0.99,us,201408132017
2014/08/13 08:49:48.26,0.9663,146.1993,16.05,5.20,Mb,,33,6,0.66,us,201408132024
2014/08/13 10:07:28.18,0.8373,-26.6869,10.00,5.40,Mw,,38,11,1.11,us,201408132031
2014/08/13 13:11:37.49,-22.2769,170.3705,35.00,5.00,Mb,,85,4,0.94,us,201408132042
2014/08/14 00:02:55.00,-20.1580,-70.0230,50.90,5.30,Mw,,,,0.70,guc,201408142001
2014/08/14 17:09:46.78,27.9639,128.1841,4.97,5.30,Mw,,117,1,1.17,us,201408142044
2014/08/15 21:42:29.93,42.9785,77.3765,14.93,5.00,Mb,,24,1,0.90,us,201408152052
2014/08/16 13:43:39.28,6.8083,126.7769,92.27,5.00,Mb,,73,1,0.97,us,201408162030
2014/08/16 16:39:55.17,24.5930,94.5693,91.24,5.00,Mb,,32,3,0.95,us,201408162041
2014/08/16 18:23:43.82,-14.8973,167.3248,131.07,5.10,Mb,,28,7,0.96,us,201408162045
2014/08/16 22:07:59.64,28.1251,103.5463,10.00,5.00,Mb,,20,3,0.69,us,201408162050
2014/08/17 02:38:26.64,-7.0659,125.4574,490.40,5.30,Mb,,22,3,0.68,us,201408172010
2014/08/17 14:47:20.30,32.7000,47.6400,16.00,5.00,Mb,,,,0.95,thr,201408172042
2014/08/17 16:04:48.69,-20.7774,68.4277,10.00,5.20,Mb,,67,12,0.63,us,201408172048
2014/08/18 02:32:05.35,32.7030,47.6950,10.20,6.20,Mw,,,,0.46,teh,201408182004
2014/08/18 05:25:51.00,32.7200,47.6900,12.00,5.60,Mw,,,,1.19,teh,201408182026
2014/08/18 11:23:03.21,32.6451,47.6183,10.00,5.20,Mb,,47,9,1.14,us,201408182047
2014/08/18 11:51:34.15,32.6971,47.4979,10.00,5.80,Mb,,29,7,0.95,us,201408182049
2014/08/18 15:40:47.18,-55.3759,-28.0274,35.33,5.10,Mb,,33,5,0.59,us,201408182059
2014/08/18 18:08:22.72,32.5759,47.7015,5.00,5.80,Mw,,29,7,0.63,us,201408182070
2014/08/18 18:09:05.55,32.5365,47.7673,10.00,5.10,Mb,,76,9,0.99,us,201408182071
2014/08/19 13:26:23.41,42.9675,145.6438,42.89,5.10,Mb,,64,2,0.69,us,201408192063
2014/08/19 15:38:17.47,-22.0716,-179.4650,601.83,5.20,Mb,,33,5,0.75,us,201408192071
2014/08/19 17:12:20.68,5.5321,126.3987,61.21,5.00,Mb,,58,2,0.97,us,201408192078
2014/08/19 18:19:57.88,-52.9098,9.8120,13.46,5.10,Mb,,69,22,1.09,us,201408192083
2014/08/19 21:32:16.40,32.7400,47.5250,7.80,5.40,Mb,,,,0.76,teh,201408192090
2014/08/20 10:14:15.70,32.6360,47.7360,17.70,5.60,Mw,,,,0.85,teh,201408202020
2014/08/20 19:38:25.08,33.2049,138.1302,305.59,5.20,Mb,,20,1,0.77,us,201408202047
2014/08/20 20:12:38.83,52.5087,175.3552,10.00,5.50,Mw,,29,1,0.84,us,201408202050
2014/08/20 20:21:49.61,52.4744,175.3703,10.00,5.00,Mb,,95,1,1.07,us,201408202052
2014/08/20 23:18:20.32,-59.1064,-17.1165,10.00,5.50,Mw,,55,12,0.50,us,201408202059
2014/08/21 02:11:31.04,-5.2854,150.6889,8.00,5.90,Mw,,18,2,0.52,us,201408212007
2014/08/21 09:01:00.34,-17.5593,-172.8750,10.00,5.10,Mb,,53,4,1.24,us,201408212034
2014/08/22 04:27:54.00,39.9350,23.4310,13.50,5.20,Mw,,,,1.08,the,201408222017
2014/08/22 14:29:50.27,-6.5859,146.8182,10.00,5.50,Mb,,16,3,1.24,us,201408222043
2014/08/22 17:39:25.77,-7.3890,154.4573,47.10,5.10,Mb,,49,4,1.07,us,201408222052
2014/08/22 20:06:04.71,33.7011,45.7754,19.89,5.10,Mw,,47,5,0.98,us,201408222064
2014/08/23 04:45:32.62,-20.1815,-69.0384,100.00,5.60,Mw,,39,0,0.66,us,201408232007
2014/08/23 20:05:18.70,32.7160,47.7740,19.60,5.10,Mw,,,,0.56,teh,201408232048
2014/08/23 22:32:23.32,-32.6953,-71.4416,32.00,6.40,Mw,,30,0,0.88,us,201408232052
2014/08/24 00:09:53.73,64.6624,-17.4539,5.00,5.30,Mb,,32,2,0.69,us,201408242002
2014/08/24 02:44:52.10,32.6820,47.7920,19.40,5.20,Mb,,,,1.22,teh,201408242007
2014/08/24 10:20:44.06,38.2155,-122.3117,11.25,6.02,Mw,397,28,4,0.18,NC,72282711
2014/08/24 19:43:30.75,37.6830,30.6288,7.40,5.20,Mb,,,,1.08,isk,201408242058
2014/08/24 20:21:24.77,-55.3994,-28.4799,16.18,5.50,Mb,,29,5,1.19,us,201408242060
2014/08/24 20:39:13.58,64.5645,-17.4570,7.68,5.30,Mw,,76,2,0.98,us,201408242062
2014/08/24 23:21:45.52,-14.5976,-73.5701,101.00,6.80,Mw,,18,4,0.90,us,201408242072
2014/08/25 01:42:42.63,-55.9483,-28.0078,103.80,5.00,Mb,,59,5,0.82,us,201408252003
2014/08/25 14:31:37.30,-16.1213,-73.1195,62.00,5.50,Mw,,38,3,0.70,us,201408252017
2014/08/25 16:19:04.37,64.4529,-17.7765,9.24,5.00,Mb,,92,2,0.70,us,201408252023
2014/08/26 01:26:07.54,64.6382,-17.5192,5.00,5.30,Mw,,61,2,0.46,us,201408262003
2014/08/26 09:30:12.63,-15.2322,-173.1501,10.00,5.60,Mb,,48,2,1.28,us,201408262017
2014/08/27 00:16:29.19,64.5336,-17.7281,3.70,5.30,Mw,,40,2,0.89,us,201408272001
2014/08/27 02:50:36.41,64.4460,-17.6480,9.00,5.30,Mw,,76,2,0.29,us,201408272008
2014/08/27 04:48:58.37,41.0699,143.1670,26.00,5.40,Mw,,85,1,0.43,us,201408272011
2014/08/27 06:10:18.76,59.3090,-145.5854,4.86,5.00,Mb,,63,0,1.39,us,201408272013
2014/08/27 16:31:13.52,-15.5867,-177.8341,10.00,5.40,Mb,,37,4,0.57,us,201408272019
2014/08/27 23:11:35.22,-15.1050,167.3262,118.66,5.80,Mb,,32,0,1.14,us,201408272029
2014/08/28 06:23:09.23,-7.4514,128.4721,121.48,5.30,Mb,,64,6,0.88,us,201408282005
2014/08/28 08:13:43.74,64.6762,-17.2390,10.00,5.00,Mb,,77,2,1.15,us,201408282006
2014/08/28 08:27:45.90,14.2489,-91.8113,66.28,5.20,Mb,,124,0,1.20,us,201408282007
2014/08/28 19:14:35.83,32.0911,132.1014,22.28,5.80,Mw,,38,1,1.70,us,201408282016
2014/08/29 03:45:07.50,36.6850,23.7060,80.00,5.80,Mw,,,,0.97,the,201408292011
2014/08/29 12:21:49.34,64.7705,-17.3355,7.49,5.20,Mb,,73,6,1.00,us,201408292021
2014/08/29 13:14:09.20,-5.6673,153.9918,65.73,5.20,Mb,,36,2,0.81,us,201408292022
2014/08/29 21:16:44.58,-41.8373,84.8699,10.00,5.50,Mw,,57,7,1.02,us,201408292037
2014/08/30 07:03:04.14,64.5926,-17.4932,6.00,5.40,Mw,,30,2,0.89,us,201408302006
2014/08/30 15:29:50.22,43.7319,-28.5437,10.00,5.40,Mw,,29,5,1.06,us,201408302016
2014/08/31 03:18:07.53,-15.2805,167.3812,145.98,5.00,Mb,,56,7,0.64,us,201408312010
2014/08/31 04:14:05.26,-53.2268,-32.3276,10.00,5.10,Mb,,46,3,0.66,us,201408312012
2014/08/31 11:48:24.49,36.5689,70.9664,200.19,5.10,Mb,,36,1,1.11,us,201408312023
2014/08/31 12:01:47.96,64.7232,-17.3895,7.45,5.10,Mb,,96,2,0.98,us,201408312024
2014/08/31 14:44:34.25,33.6534,45.7891,10.00,5.00,Mb,,70,5,0.70,us,201408312031
2014/08/31 17:54:38.51,-11.8548,166.6357,122.89,5.00,Mb,,101,4,0.57,us,201408312036
2014/09/01 02:49:48.39,19.4018,121.6876,57.05,5.00,Mb,,67,3,0.75,us,201409012012
2014/09/01 04:24:15.66,-24.9048,-175.8111,10.00,5.30,Mb,,76,5,0.63,us,201409012016
2014/09/01 11:41:09.54,64.6810,-17.4950,0.00,5.50,Mw,,49,2,0.70,us,201409012033
2014/09/01 18:58:33.91,-9.3949,106.9751,24.08,5.10,Mb,,52,2,0.98,us,201409012055
2014/09/01 22:55:21.81,-15.0078,-74.9045,59.67,5.20,Mw,,82,4,0.58,us,201409012069
2014/09/02 20:00:11.31,-27.9286,-176.5907,44.38,5.20,Mb,,71,2,0.94,us,201409022039
2014/09/02 23:41:30.17,-11.5502,-112.0034,10.00,5.40,Mw,,36,24,1.08,us,201409022050
2014/09/03 03:09:55.71,64.7055,-17.4648,5.00,5.40,Mw,,39,2,0.81,us,201409032010
2014/09/03 07:24:21.92,36.8594,139.4288,29.71,5.20,Mb,,67,1,0.70,us,201409032017
2014/09/03 07:43:30.80,-15.0604,-173.3796,6.00,5.80,Mw,,36,5,1.19,us,201409032018
2014/09/03 08:13:27.66,-15.0246,-173.5213,10.00,5.50,Mw,,59,2,1.14,us,201409032021
2014/09/03 10:01:05.11,18.8820,-81.3230,10.00,5.20,Mw,,24,0,0.93,us,201409032029
2014/09/03 11:34:40.55,-14.8901,-173.0278,10.00,5.70,Mw,,27,2,0.75,us,201409032033
2014/09/03 13:43:58.32,15.1721,122.4433,10.00,5.20,Mb,,37,2,0.81,us,201409032039
2014/09/03 15:14:52.67,-10.9058,162.1057,36.99,5.10,Mb,,30,3,0.93,us,201409032041
2014/09/03 20:28:22.41,-26.6256,-114.8119,10.00,5.20,Mb,,50,5,0.70,us,201409032048
2014/09/03 20:33:59.31,-26.6424,-114.7393,10.00,5.90,Mw,,34,5,0.58,us,201409032049
2014/09/03 23:34:14.06,18.8704,-81.3390,10.00,5.20,Mw,,25,0,0.60,us,201409032059
2014/09/04 05:33:50.35,-21.3869,-173.3232,35.00,6.00,Mw,,21,4,0.86,us,201409042014
2014/09/04 17:23:15.38,-26.6328,-114.4859,10.00,5.40,Mw,,39,38,0.56,us,201409042040
2014/09/04 21:00:04.30,36.2100,30.8200,46.00,5.30,Mw,,,,0.00,isk,201409042050
2014/09/05 01:19:38.76,64.6788,-17.2428,10.00,5.30,Mw,,20,2,0.78,us,201409052007
2014/09/05 07:21:49.74,25.8744,125.2922,68.87,5.10,Mb,,31,4,0.67,us,201409052020
2014/09/05 09:19:24.31,-26.6985,-114.3816,10.00,5.10,Mb,,39,38,0.54,us,201409052024
2014/09/05 19:36:31.03,-26.7080,-114.2499,14.00,5.80,Mw,,35,4,0.71,us,201409052047
2014/09/05 21:24:38.92,-26.6626,-114.3613,10.00,5.30,Mb,,39,5,0.63,us,201409052054
2014/09/06 00:37:00.91,-6.2746,105.3513,9.05,5.00,Mb,,34,2,1.00,us,201409062004
2014/09/06 06:03:52.89,-55.2741,-28.1700,10.00,5.10,Mb,,55,5,0.45,us,201409062036
2014/09/06 06:53:11.76,-26.6478,-114.5000,7.00,6.10,Mw,,33,5,0.57,us,201409062045
2014/09/06 07:04:08.07,-26.7768,-114.5917,10.00,5.10,Mb,,83,5,0.54,us,201409062047
2014/09/06 07:48:33.65,-26.7652,-114.4718,10.00,5.90,Mw,,63,5,0.70,us,201409062060
2014/09/06 08:37:46.04,-26.7524,-114.5031,10.00,5.10,Mb,,87,5,0.43,us,201409062066
2014/09/06 19:22:59.04,18.7529,-107.0488,17.00,6.20,Mw,,85,6,0.81,us,201409062096
2014/09/06 19:52:57.24,-26.6074,-114.7212,11.55,5.30,Mb,,42,35,0.67,us,201409062099
2014/09/07 07:07:59.75,64.5442,-17.3950,4.98,5.50,Mw,,19,2,0.64,us,201409072019
2014/09/07 11:46:21.56,0.8176,146.1553,16.00,5.10,Mb,,30,6,0.85,us,201409072035
2014/09/07 15:55:49.65,4.4551,127.8942,58.44,5.20,Mb,,55,3,0.81,us,201409072044
2014/09/08 17:53:17.56,-5.3990,146.7639,230.20,5.30,Mb,,10,4,0.97,us,201409082052
2014/09/09 00:26:25.32,5.0234,120.7759,14.78,5.10,Mb,,28,2,0.63,us,201409092001
2014/09/09 01:07:29.00,64.6660,-17.3740,7.00,5.20,Mw,,,,0.45,rey,201409092002
2014/09/09 09:28:22.21,22.2113,93.2504,10.00,5.40,Mw,,24,4,0.87,us,201409092021
2014/09/09 18:15:00.01,-51.3942,138.9332,14.68,5.00,Mb,,79,15,0.87,us,201409092048
2014/09/10 02:46:06.43,-0.2422,125.1040,35.00,6.20,Mw,,28,2,0.52,us,201409102008
2014/09/10 04:29:03.93,-41.1999,85.4922,10.00,5.00,Mb,,48,25,0.34,us,201409102011
2014/09/10 05:16:53.21,-0.1835,125.1251,30.00,5.90,Mw,,23,2,1.15,us,201409102015
2014/09/10 05:19:24.06,-0.2002,125.0922,40.82,5.60,Mb,,26,2,1.06,us,201409102016
2014/09/10 09:32:57.88,-0.2970,125.1287,14.74,5.30,Mw,,28,2,1.08,us,201409102029
2014/09/10 14:01:01.35,-21.4869,169.1452,24.66,5.00,Mb,,64,3,0.48,us,201409102042
2014/09/10 16:31:59.98,-24.6199,179.1500,529.84,5.20,Mb,,30,5,0.80,us,201409102052
2014/09/10 18:28:00.18,52.1013,178.3045,125.04,5.30,Mw,,39,0,0.67,us,201409102061
2014/09/11 00:07:40.29,64.5326,-17.3433,7.56,5.30,Mw,,45,2,0.52,us,201409112001
2014/09/11 16:58:12.29,-15.5849,167.8491,169.93,5.10,Mb,,70,1,0.82,us,201409112045
2014/09/11 19:57:12.93,64.6308,-17.5574,10.00,5.10,Mb,,107,2,0.89,us,201409112049
2014/09/12 04:04:08.18,-14.3749,167.3461,191.14,5.00,Mb,,33,1,0.64,us,201409122013
2014/09/12 07:47:25.49,22.1494,143.7737,117.21,5.20,Mw,,18,5,0.45,us,201409122021
2014/09/12 07:56:53.01,-2.2095,139.0455,49.09,5.00,Mb,,38,7,0.52,us,201409122023
2014/09/12 09:25:57.44,6.0429,94.4536,69.16,5.30,Mb,,27,3,0.73,us,201409122025
2014/09/12 13:06:33.63,8.5661,92.5561,39.08,5.00,Mb,,92,3,0.93,us,201409122036
2014/09/12 15:41:48.21,-2.9412,129.4860,35.00,5.10,Mb,,43,3,1.09,us,201409122042
2014/09/13 07:58:17.64,64.6764,-17.4362,8.33,5.00,Mb,,69,2,0.51,us,201409132020
2014/09/13 18:22:14.02,-17.7122,-173.1264,11.00,5.40,Mw,,40,3,0.99,us,201409132048
2014/09/13 22:31:58.81,36.0019,70.6992,94.97,5.20,Mw,,18,1,0.92,us,201409132058
2014/09/14 04:52:26.94,1.1462,97.2556,36.63,5.30,Mb,,37,0,0.62,us,201409142014
2014/09/14 16:34:22.65,1.1309,97.2441,38.59,5.10,Mb,,23,0,0.72,us,201409142059
2014/09/14 18:17:35.37,-21.1109,-173.9217,10.00,5.40,Mw,,140,4,1.12,us,201409142066
2014/09/15 08:05:02.09,64.5728,-17.3974,10.00,5.50,Mw,,30,2,0.88,us,201409152022
2014/09/15 09:43:23.11,4.2185,125.5535,47.92,5.00,Mb,,65,3,0.82,us,201409152027
2014/09/15 18:27:20.60,30.4223,-114.2770,10.00,5.40,Mw,,123,1,0.99,us,201409152063
2014/09/15 21:09:06.27,14.3594,-60.1294,4.70,5.20,Mw,,36,1,0.58,us,201409152080
2014/09/16 01:08:18.24,-20.9309,-178.9048,620.38,5.20,Mb,,36,4,0.56,us,201409162002
2014/09/16 02:35:18.46,-6.3080,151.7171,28.07,5.50,Mw,,19,2,0.49,us,201409162004
2014/09/16 03:28:30.31,36.0873,139.8502,49.94,5.50,Mw,,32,0,0.71,us,201409162006
2014/09/16 13:00:20.76,-22.1730,-179.5600,587.42,5.30,Mb,,27,5,0.84,us,201409162029
2014/09/16 16:49:35.59,7.6763,-82.3235,40.29,5.10,Mb,,45,3,0.78,us,201409162044
2014/09/16 18:39:45.94,45.0983,147.0178,39.16,5.20,Mb,,43,3,0.59,us,201409162047
2014/09/16 21:34:14.48,64.6493,-17.4933,5.00,5.10,Mb,,45,2,0.66,us,201409162057
2014/09/17 02:29:49.24,-4.6839,102.4717,50.48,5.00,Mb,,72,1,0.43,us,201409172010
2014/09/17 06:11:48.53,-15.9718,167.9896,179.88,5.40,Mb,,33,1,0.71,us,201409172025
2014/09/17 06:14:45.41,13.7642,144.4295,130.00,6.70,Mw,,11,0,0.84,us,201409172026
2014/09/17 10:36:47.94,6.5873,126.8785,66.85,5.00,Mb,,96,1,0.63,us,201409172040
2014/09/17 23:18:55.47,24.8508,125.3584,42.98,5.40,Mb,,35,2,0.56,us,201409172087
2014/09/18 04:17:53.24,50.5415,150.1349,500.00,5.50,Mw,,32,5,0.32,us,201409182013
2014/09/18 13:14:17.53,10.7645,-86.1665,45.25,5.10,Mb,,93,1,1.15,us,201409182037
2014/09/18 14:21:48.92,64.6984,-17.1620,6.89,5.30,Mw,,74,2,1.41,us,201409182041
2014/09/19 02:57:35.44,4.7109,126.6096,78.30,5.20,Mb,,49,3,1.08,us,201409192007
2014/09/19 12:55:50.96,-11.0318,162.0704,10.00,5.30,Mb,,43,3,0.95,us,201409192036
2014/09/20 01:10:14.34,64.6912,-17.2269,7.64,5.00,Mb,,60,2,1.05,us,201409202002
2014/09/20 03:03:50.34,14.6683,-93.6830,24.00,5.20,Mw,,62,2,0.93,us,201409202009
2014/09/20 04:26:09.21,6.8654,125.2038,10.00,5.30,Mb,,43,0,0.85,us,201409202015
2014/09/20 05:12:16.87,13.9852,-92.4130,50.78,5.00,Mb,,67,1,1.02,us,201409202020
2014/09/20 18:27:13.71,-0.7667,134.3003,11.84,5.50,Mb,,16,3,0.87,us,201409202065
2014/09/21 00:43:40.62,38.3621,21.8495,10.00,5.00,Mw,,36,1,0.70,us,201409212004
2014/09/21 10:51:48.65,64.5382,-17.3698,10.00,5.40,Mw,,45,2,0.76,us,201409212033
2014/09/21 15:02:30.14,-36.0592,178.0953,10.00,5.30,Mb,,75,2,0.96,us,201409212048
2014/09/21 15:05:27.47,-35.9506,178.3869,10.00,5.10,Mb,,89,3,1.06,us,201409212049
2014/09/21 15:45:20.63,-26.8901,-114.0774,10.00,5.20,Mb,,52,4,0.63,us,201409212052
2014/09/21 17:32:05.01,27.9401,139.5970,491.15,5.50,Mw,,27,2,0.73,us,201409212055
2014/09/22 14:41:22.01,-40.5384,175.9157,29.43,5.20,Mw,,55,0,0.94,us,201409222028
2014/09/22 16:01:42.23,-56.0228,-27.7792,109.33,5.70,Mw,,26,5,0.60,us,201409222033
2014/09/22 18:35:46.67,-44.4748,-81.8604,10.00,5.10,Mb,,75,7,1.14,us,201409222045
2014/09/23 04:33:59.30,64.8846,-17.5047,8.89,5.10,Mb,,60,2,0.31,us,201409232010
2014/09/23 10:22:20.14,0.1073,119.9809,69.15,5.30,Mw,,43,3,1.01,us,201409232017
2014/09/23 15:24:00.53,-5.3952,151.7372,57.23,5.50,Mw,,15,1,0.62,us,201409232034
2014/09/23 19:18:25.84,53.1515,-35.0990,10.00,5.40,Mw,,17,10,0.65,us,201409232043
2014/09/24 06:34:36.63,-34.3878,-73.4990,10.00,5.10,Mb,,86,1,0.94,us,201409242017
2014/09/24 11:16:14.93,-23.8215,-66.6407,224.00,6.20,Mw,,25,2,1.24,us,201409242029
2014/09/24 12:45:46.81,37.5171,141.3471,50.12,5.20,Mw,,59,1,0.68,us,201409242036
2014/09/24 13:30:57.38,37.5635,141.3316,56.05,5.10,Mw,,89,1,0.77,us,201409242037
2014/09/25 02:31:57.68,27.3045,65.7506,52.00,5.40,Mw,,38,8,0.39,us,201409252005
2014/09/25 06:16:12.22,27.2486,65.7250,28.92,5.10,Mb,,89,8,1.04,us,201409252011
2014/09/25 09:13:50.95,-9.4799,156.3906,10.00,6.00,Mb,,23,4,1.29,us,201409252017
2014/09/25 10:35:02.46,22.7943,121.3364,11.99,5.00,Mb,,36,0,0.99,us,201409252019
2014/09/25 17:51:17.54,61.9786,-151.8477,104.00,6.20,Mw,,13,0,0.90,us,201409252028
2014/09/25 19:00:00.30,-56.0230,-27.5968,119.63,5.10,Mb,,54,5,0.57,us,201409252031
2014/09/26 03:55:34.14,-6.4578,146.7816,10.00,5.30,Mb,,17,3,0.76,us,201409262013
2014/09/26 04:21:23.68,12.5199,95.2232,17.76,5.40,Mb,,18,3,0.69,us,201409262015
2014/09/26 16:16:03.92,13.7189,124.3838,53.98,5.00,Mb,,90,10,1.23,us,201409262028
2014/09/26 18:29:10.47,3.9818,126.8616,50.79,5.10,Mb,,47,3,1.61,us,201409262031
2014/09/26 20:34:16.28,-6.5344,146.8142,51.99,5.30,Mb,,17,3,0.90,us,201409262035
2014/09/27 14:39:23.37,-6.3877,104.4698,42.13,5.10,Mb,,148,3,1.25,us,201409272021
2014/09/27 22:49:05.33,36.4493,69.8143,35.00,5.00,Mw,,21,1,0.85,us,201409272033
2014/09/28 06:23:34.98,-19.2727,-176.6263,10.00,5.20,Mb,,82,16,0.87,us,201409282008
2014/09/28 08:46:32.80,-35.6219,-73.2412,10.00,5.20,Mb,,100,1,0.95,us,201409282011
2014/09/29 01:38:07.88,41.2115,48.1116,10.48,5.30,Mb,,19,3,1.26,us,201409292005
2014/09/29 13:43:01.49,64.5433,-17.1927,10.00,5.30,Mb,,46,11,0.76,us,201409292015
2014/09/30 13:46:26.10,-6.1750,147.6356,63.19,5.20,Mb,,17,3,0.63,us,201409302026
2014/09/30 16:45:56.26,1.6360,67.6923,10.00,5.50,Mw,,21,10,0.81,us,201409302033
2014/09/30 19:23:54.46,-4.1529,153.0651,41.95,5.20,Mb,,80,1,0.86,us,201409302039
2014/09/30 22:34:27.03,-17.8303,-178.5952,572.19,5.50,Mw,,18,3,0.66,us,201409302046
2014/10/01 01:23:29.42,28.3998,102.7906,9.32,5.10,Mb,,26,3,0.41,us,201410012003
2014/10/01 03:38:51.77,-6.0622,149.5168,42.00,5.80,Mw,,19,3,0.62,us,201410012011
2014/10/01 19:20:11.96,31.4263,-41.0455,11.01,5.10,Mb,,68,20,0.98,us,201410012041
